,input,id,来源,name,label,开发,发行,href,厂商,评分,下载,关注,android,ios,GameRes评分
2682,2021/11/19,175296,TAPTAP,古荒遗迹,"冒险,Roguelike,角色扮演",nan,nan,https://www.taptap.com/app/175296,四三九九网络股份有限公司,8.0,0,78071,预约,预约,3.5
2683,2021/11/19,175214,TAPTAP,不朽之城,"放置,冒险,角色扮演",nan,奥优游戏,https://www.taptap.com/app/175214,nan,7.3,0,3326,预约,预约,
2684,2021/11/19,175197,TAPTAP,背弃之徒·前传,"收集,剧情,挂机,休闲",铜臭工作室,nan,https://www.taptap.com/app/175197,nan,9.0,0,6108,预约,预约,
2685,2021/11/19,175176,TAPTAP,三国村长传,"对战,可爱,战争,三国,策略",nan,nan,https://www.taptap.com/app/175176,创意怪兽,8.0,0,31266,预约,预约,
2686,2021/11/19,175174,TAPTAP,口袋四驱车,"模拟,竞速,角色扮演",nan,nan,https://www.taptap.com/app/175174,深圳市伯骐文化传媒有限公司,9.3,0,3287,预约,获取,
2687,2021/11/19,175153,TAPTAP,修罗武神,"武侠,角色扮演",nan,大麦网络,https://www.taptap.com/app/175153,nan,0.0,0,94,预约,预约,
2688,2021/11/19,175116,TAPTAP,择天大陆,"二次元,卡牌",nan,nan,https://www.taptap.com/app/175116,择天工作室,8.7,0,981,预约,预约,
2689,2021/11/19,175115,TAPTAP,纵横三国：自走棋,"自走棋,桌面和棋类",nan,nan,https://www.taptap.com/app/175115,上海萤铃网络科技有限公司,8.7,0,36949,预约,敬请期待,
2690,2021/11/19,175113,TAPTAP,Simulacra 2,"UP主推荐,剧情,悬疑,惊悚,真人",nan,nan,https://www.taptap.com/app/175113,Another Indie数魔游戏,9.4,0,13937,预约,￥30,
2691,2021/11/19,175039,TAPTAP,家园 移动版,"科幻,幻想,模拟,策略,太空,角色扮演",nan,nan,https://www.taptap.com/app/175039,Stratosphere Games,9.9,0,52927,预约,预约,
2692,2021/11/19,174958,TAPTAP,足球梦工厂,"模拟,模拟经营,足球,体育",nan,nan,https://www.taptap.com/app/174958,祖龙娱乐,9.2,0,13924,预约,预约,
2693,2021/11/19,174957,TAPTAP,尬舞操场,"点击,赛博朋克,休闲",nan,nan,https://www.taptap.com/app/174957,ZOOM PLAY,9.3,0,746,预约,获取,
2694,2021/11/19,174953,TAPTAP,世界计划: 多彩舞台 feat.初音未来,"二次元,音游,世嘉,初音未来,Vocaloid,ACG",nan,nan,https://www.taptap.com/app/174953,SEGA,9.5,0,269433,预约,获取,
2695,2021/11/19,174951,TAPTAP,修仙计划,"挂机,修仙,修真,放置,休闲",曙光酷玩,nan,https://www.taptap.com/app/174951,nan,7.7,0,14554,预约,预约,
2696,2021/11/19,174944,TAPTAP,宝宝小当家,益智,智童时光,nan,https://www.taptap.com/app/174944,nan,8.3,0,949,预约,预约,
